Month,Year,Region,Country,Product,Units_Sold,Revenue
Dec,2021,EMEA,France,LocoTrack HGR4,1460,146000
Dec,2021,EMEA,France,LocoTrack HGP4,1460,146000
Dec,2021,EMEA,France,LocoTrack HFR4,1460,146000
Dec,2021,EMEA,France,LocoTag P4P,146,14600
Dec,2021,EMEA,France,LocoTag E4BL,976,97600
Dec,2021,APAC,Japan,LocoTrack HGD4,1401,140100
Dec,2021,APAC,Japan,LocoTrack HGR4,1168,116800
Dec,2021,APAC,Japan,LocoTrack HGP4,1168,116800
Dec,2021,APAC,Japan,LocoTrack HFR4,1168,116800
Dec,2021,APAC,Japan,LocoTag P4P,116,11600
Dec,2021,APAC,Japan,LocoTag E4BL,780,78000
Dec,2021,APAC,Australia,LocoTrack HGD4,1401,140100
Dec,2021,APAC,Australia,LocoTrack HGR4,1168,116800
Dec,2021,APAC,Australia,LocoTrack HGP4,1168,116800
Dec,2021,APAC,Australia,LocoTrack HFR4,1168,116800
Dec,2021,APAC,Australia,LocoTag P4P,116,11600
Dec,2021,APAC,Australia,LocoTag E4BL,780,78000
Dec,2021,APAC,Singapore,LocoTrack HGD4,1401,140100
Dec,2021,APAC,Singapore,LocoTrack HGR4,1168,116800
Dec,2021,APAC,Singapore,LocoTrack HGP4,1168,116800
Dec,2021,APAC,Singapore,LocoTrack HFR4,1168,116800
Dec,2021,APAC,Singapore,LocoTag P4P,116,11600
Dec,2021,APAC,Singapore,LocoTag E4BL,780,78000
Dec,2021,AMAR,United States,LocoTrack HGD4,1576,157600
Dec,2021,AMAR,United States,LocoTrack HGR4,1314,131400
Dec,2021,AMAR,United States,LocoTrack HGP4,1314,131400
Dec,2021,AMAR,United States,LocoTrack HFR4,1314,131400
Dec,2021,AMAR,United States,LocoTag P4P,131,13100
Dec,2021,AMAR,United States,LocoTag E4BL,878,87800
Dec,2021,AMAR,Canada,LocoTrack HGD4,1576,157600
Dec,2021,AMAR,Canada,LocoTrack HGR4,1314,131400
Dec,2021,AMAR,Canada,LocoTrack HGP4,1314,131400
Dec,2021,AMAR,Canada,LocoTrack HFR4,1314,131400
Dec,2021,AMAR,Canada,LocoTag P4P,131,13100
Dec,2021,AMAR,Canada,LocoTag E4BL,878,87800
Dec,2021,AMAR,Mexico,LocoTrack HGD4,1576,157600
Dec,2021,AMAR,Mexico,LocoTrack HGR4,1314,131400
Dec,2021,AMAR,Mexico,LocoTrack HGP4,1314,131400
Dec,2021,AMAR,Mexico,LocoTrack HFR4,1314,131400
Dec,2021,AMAR,Mexico,LocoTag P4P,131,13100
Dec,2021,AMAR,Mexico,LocoTag E4BL,878,87800
Jan,2022,EMEA,United Kingdom,LocoTrack HGD4,1776,177600
Jan,2022,EMEA,United Kingdom,LocoTrack HGR4,1480,148000
Jan,2022,EMEA,United Kingdom,LocoTrack HGP4,1480,148000
Jan,2022,EMEA,United Kingdom,LocoTrack HFR4,1480,148000
Jan,2022,EMEA,United Kingdom,LocoTag P4P,148,14800
Jan,2022,EMEA,United Kingdom,LocoTag E4BL,992,99200
Jan,2022,EMEA,United Kingdom,LocoTag C2PL,160,16000
Jan,2022,EMEA,Germany,LocoTrack HGD4,1776,177600
Jan,2022,EMEA,Germany,LocoTrack HGR4,1480,148000
Jan,2022,EMEA,Germany,LocoTrack HGP4,1480,148000
Jan,2022,EMEA,Germany,LocoTrack HFR4,1480,148000
Jan,2022,EMEA,Germany,LocoTag P4P,148,14800
Jan,2022,EMEA,Germany,LocoTag E4BL,992,99200
Jan,2022,EMEA,Germany,LocoTag C2PL,160,16000
Jan,2022,EMEA,France,LocoTrack HGD4,1776,177600
Jan,2022,EMEA,France,LocoTrack HGR4,1480,148000
Jan,2022,EMEA,France,LocoTrack HGP4,1480,148000
Jan,2022,EMEA,France,LocoTrack HFR4,1480,148000
Jan,2022,EMEA,France,LocoTag P4P,148,14800
Jan,2022,EMEA,France,LocoTag E4BL,992,99200
Jan,2022,EMEA,France,LocoTag C2PL,160,16000
Jan,2022,APAC,Japan,LocoTrack HGD4,1420,142000
Jan,2022,APAC,Japan,LocoTrack HGR4,1184,118400
Jan,2022,APAC,Japan,LocoTrack HGP4,1184,118400
Jan,2022,APAC,Japan,LocoTrack HFR4,1184,118400
Jan,2022,APAC,Japan,LocoTag P4P,118,11800
Jan,2022,APAC,Japan,LocoTag E4BL,793,79300
Jan,2022,APAC,Japan,LocoTag C2PL,128,12800
Jan,2022,APAC,Australia,LocoTrack HGD4,1420,142000
Jan,2022,APAC,Australia,LocoTrack HGR4,1184,118400
Jan,2022,APAC,Australia,LocoTrack HGP4,1184,118400
Jan,2022,APAC,Australia,LocoTrack HFR4,1184,118400
Jan,2022,APAC,Australia,LocoTag P4P,118,11800
Jan,2022,APAC,Australia,LocoTag E4BL,793,79300
Jan,2022,APAC,Australia,LocoTag C2PL,128,12800
Jan,2022,APAC,Singapore,LocoTrack HGD4,1420,142000
Jan,2022,APAC,Singapore,LocoTrack HGR4,1184,118400
Jan,2022,APAC,Singapore,LocoTrack HGP4,1184,118400
Jan,2022,APAC,Singapore,LocoTrack HFR4,1184,118400
Jan,2022,APAC,Singapore,LocoTag P4P,118,11800
Jan,2022,APAC,Singapore,LocoTag E4BL,793,79300
Jan,2022,APAC,Singapore,LocoTag C2PL,128,12800
Jan,2022,AMAR,United States,LocoTrack HGD4,1598,159800
Jan,2022,AMAR,United States,LocoTrack HGR4,1332,133200
Jan,2022,AMAR,United States,LocoTrack HGP4,1332,133200
Jan,2022,AMAR,United States,LocoTrack HFR4,1332,133200
Jan,2022,AMAR,United States,LocoTag P4P,133,13300
Jan,2022,AMAR,United States,LocoTag E4BL,892,89200
Jan,2022,AMAR,United States,LocoTag C2PL,144,14400
Jan,2022,AMAR,Canada,LocoTrack HGD4,1598,159800
Jan,2022,AMAR,Canada,LocoTrack HGR4,1332,133200
Jan,2022,AMAR,Canada,LocoTrack HGP4,1332,133200
Jan,2022,AMAR,Canada,LocoTrack HFR4,1332,133200
Jan,2022,AMAR,Canada,LocoTag P4P,133,13300
Jan,2022,AMAR,Canada,LocoTag E4BL,892,89200
Jan,2022,AMAR,Canada,LocoTag C2PL,144,14400
Jan,2022,AMAR,Mexico,LocoTrack HGD4,1598,159800
Jan,2022,AMAR,Mexico,LocoTrack HGR4,1332,133200
Jan,2022,AMAR,Mexico,LocoTrack HGP4,1332,133200
Jan,2022,AMAR,Mexico,LocoTrack HFR4,1332,133200
Jan,2022,AMAR,Mexico,LocoTag P4P,133,13300
Jan,2022,AMAR,Mexico,LocoTag E4BL,892,89200
Jan,2022,AMAR,Mexico,LocoTag C2PL,144,14400
Feb,2022,EMEA,United Kingdom,LocoTrack HGD4,1799,179900
Feb,2022,EMEA,United Kingdom,LocoTrack HGR4,1500,150000
Feb,2022,EMEA,United Kingdom,LocoTrack HGP4,1500,150000
Feb,2022,EMEA,United Kingdom,LocoTrack HFR4,1500,150000
Feb,2022,EMEA,United Kingdom,LocoTag P4P,150,15000
Feb,2022,EMEA,United Kingdom,LocoTag E4BL,1008,100800
Feb,2022,EMEA,United Kingdom,LocoTag C2PL,163,16300
Feb,2022,EMEA,Germany,LocoTrack HGD4,1799,179900
Feb,2022,EMEA,Germany,LocoTrack HGR4,1500,150000
Feb,2022,EMEA,Germany,LocoTrack HGP4,1500,150000
Feb,2022,EMEA,Germany,LocoTrack HFR4,1500,150000
Feb,2022,EMEA,Germany,LocoTag P4P,150,15000
Feb,2022,EMEA,Germany,LocoTag E4BL,1008,100800
Feb,2022,EMEA,Germany,LocoTag C2PL,163,16300
Feb,2022,EMEA,France,LocoTrack HGD4,1799,179900
Feb,2022,EMEA,France,LocoTrack HGR4,1500,150000
Feb,2022,EMEA,France,LocoTrack HGP4,1500,150000
Feb,2022,EMEA,France,LocoTrack HFR4,1500,150000
Feb,2022,EMEA,France,LocoTag P4P,150,15000
Feb,2022,EMEA,France,LocoTag E4BL,1008,100800
Feb,2022,EMEA,France,LocoTag C2PL,163,16300
Feb,2022,APAC,Japan,LocoTrack HGD4,1439,143900
Feb,2022,APAC,Japan,LocoTrack HGR4,1200,120000
Feb,2022,APAC,Japan,LocoTrack HGP4,1200,120000
Feb,2022,APAC,Japan,LocoTrack HFR4,1200,120000
Feb,2022,APAC,Japan,LocoTag P4P,120,12000
Feb,2022,APAC,Japan,LocoTag E4BL,806,80600
Feb,2022,APAC,Japan,LocoTag C2PL,130,13000
Feb,2022,APAC,Australia,LocoTrack HGD4,1439,143900
Feb,2022,APAC,Australia,LocoTrack HGR4,1200,120000
Feb,2022,APAC,Australia,LocoTrack HGP4,1200,120000
Feb,2022,APAC,Australia,LocoTrack HFR4,1200,120000
Feb,2022,APAC,Australia,LocoTag P4P,120,12000
Feb,2022,APAC,Australia,LocoTag E4BL,806,80600
Feb,2022,APAC,Australia,LocoTag C2PL,130,13000
Feb,2022,APAC,Singapore,LocoTrack HGD4,1439,143900
Feb,2022,APAC,Singapore,LocoTrack HGR4,1200,120000
Feb,2022,APAC,Singapore,LocoTrack HGP4,1200,120000
Feb,2022,APAC,Singapore,LocoTrack HFR4,1200,120000
Feb,2022,APAC,Singapore,LocoTag P4P,120,12000
Feb,2022,APAC,Singapore,LocoTag E4BL,806,80600
Feb,2022,APAC,Singapore,LocoTag C2PL,130,13000
Feb,2022,AMAR,United States,LocoTrack HGD4,1619,161900
Feb,2022,AMAR,United States,LocoTrack HGR4,1350,135000
Feb,2022,AMAR,United States,LocoTrack HGP4,1350,135000
Feb,2022,AMAR,United States,LocoTrack HFR4,1350,135000
Feb,2022,AMAR,United States,LocoTag P4P,135,13500
Feb,2022,AMAR,United States,LocoTag E4BL,907,90700
Feb,2022,AMAR,United States,LocoTag C2PL,146,14600
Feb,2022,AMAR,Canada,LocoTrack HGD4,1619,161900
Feb,2022,AMAR,Canada,LocoTrack HGR4,1350,135000
Feb,2022,AMAR,Canada,LocoTrack HGP4,1350,135000
Feb,2022,AMAR,Canada,LocoTrack HFR4,1350,135000
Feb,2022,AMAR,Canada,LocoTag P4P,135,13500
Feb,2022,AMAR,Canada,LocoTag E4BL,907,90700
Feb,2022,AMAR,Canada,LocoTag C2PL,146,14600
Feb,2022,AMAR,Mexico,LocoTrack HGD4,1619,161900
Feb,2022,AMAR,Mexico,LocoTrack HGR4,1350,135000
Feb,2022,AMAR,Mexico,LocoTrack HGP4,1350,135000
Feb,2022,AMAR,Mexico,LocoTrack HFR4,1350,135000
Feb,2022,AMAR,Mexico,LocoTag P4P,135,13500
Feb,2022,AMAR,Mexico,LocoTag E4BL,907,90700
Feb,2022,AMAR,Mexico,LocoTag C2PL,146,14600
Mar,2022,EMEA,United Kingdom,LocoTrack HGD4,1823,182300
Mar,2022,EMEA,United Kingdom,LocoTrack HGR4,1520,152000
Mar,2022,EMEA,United Kingdom,LocoTrack HGP4,1520,152000
Mar,2022,EMEA,United Kingdom,LocoTrack HFR4,1520,152000
Mar,2022,EMEA,United Kingdom,LocoTag P4P,152,15200
Mar,2022,EMEA,United Kingdom,LocoTag E4BL,1024,102400
Mar,2022,EMEA,United Kingdom,LocoTag C2PL,166,16600
Mar,2022,EMEA,Germany,LocoTrack HGD4,1823,182300
Mar,2022,EMEA,Germany,LocoTrack HGR4,1520,152000
Mar,2022,EMEA,Germany,LocoTrack HGP4,1520,152000
Mar,2022,EMEA,Germany,LocoTrack HFR4,1520,152000
Mar,2022,EMEA,Germany,LocoTag P4P,152,15200
Mar,2022,EMEA,Germany,LocoTag E4BL,1024,102400
Mar,2022,EMEA,Germany,LocoTag C2PL,166,16600
Mar,2022,EMEA,France,LocoTrack HGD4,1823,182300
Mar,2022,EMEA,France,LocoTrack HGR4,1520,152000
Mar,2022,EMEA,France,LocoTrack HGP4,1520,152000
Mar,2022,EMEA,France,LocoTrack HFR4,1520,152000
Mar,2022,EMEA,France,LocoTag P4P,152,15200
Mar,2022,EMEA,France,LocoTag E4BL,1024,102400
Mar,2022,EMEA,France,LocoTag C2PL,166,16600
Mar,2022,APAC,Japan,LocoTrack HGD4,1459,145900
Mar,2022,APAC,Japan,LocoTrack HGR4,1216,121600
Mar,2022,APAC,Japan,LocoTrack HGP4,1216,121600
Mar,2022,APAC,Japan,LocoTrack HFR4,1216,121600
Mar,2022,APAC,Japan,LocoTag P4P,121,12100
Mar,2022,APAC,Japan,LocoTag E4BL,819,81900
Mar,2022,APAC,Japan,LocoTag C2PL,133,13300
Mar,2022,APAC,Australia,LocoTrack HGD4,1459,145900
Mar,2022,APAC,Australia,LocoTrack HGR4,1216,121600
Mar,2022,APAC,Australia,LocoTrack HGP4,1216,121600
Mar,2022,APAC,Australia,LocoTrack HFR4,1216,121600
Mar,2022,APAC,Australia,LocoTag P4P,121,12100
Mar,2022,APAC,Australia,LocoTag E4BL,819,81900
Mar,2022,APAC,Australia,LocoTag C2PL,133,13300
Mar,2022,APAC,Singapore,LocoTrack HGD4,1459,145900
Mar,2022,APAC,Singapore,LocoTrack HGR4,1216,121600
Mar,2022,APAC,Singapore,LocoTrack HGP4,1216,121600
Mar,2022,APAC,Singapore,LocoTrack HFR4,1216,121600
Mar,2022,APAC,Singapore,LocoTag P4P,121,12100
Mar,2022,APAC,Singapore,LocoTag E4BL,819,81900
Mar,2022,APAC,Singapore,LocoTag C2PL,133,13300
Mar,2022,AMAR,United States,LocoTrack HGD4,1641,164100
Mar,2022,AMAR,United States,LocoTrack HGR4,1368,136800
Mar,2022,AMAR,United States,LocoTrack HGP4,1368,136800
Mar,2022,AMAR,United States,LocoTrack HFR4,1368,136800
Mar,2022,AMAR,United States,LocoTag P4P,136,13600
Mar,2022,AMAR,United States,LocoTag E4BL,921,92100
Mar,2022,AMAR,United States,LocoTag C2PL,149,14900
Mar,2022,AMAR,Canada,LocoTrack HGD4,1641,164100
Mar,2022,AMAR,Canada,LocoTrack HGR4,1368,136800
Mar,2022,AMAR,Canada,LocoTrack HGP4,1368,136800
Mar,2022,AMAR,Canada,LocoTrack HFR4,1368,136800
Mar,2022,AMAR,Canada,LocoTag P4P,136,13600
Mar,2022,AMAR,Canada,LocoTag E4BL,921,92100
Mar,2022,AMAR,Canada,LocoTag C2PL,149,14900
Mar,2022,AMAR,Mexico,LocoTrack HGD4,1641,164100
Mar,2022,AMAR,Mexico,LocoTrack HGR4,1368,136800
Mar,2022,AMAR,Mexico,LocoTrack HGP4,1368,136800
Mar,2022,AMAR,Mexico,LocoTrack HFR4,1368,136800
Mar,2022,AMAR,Mexico,LocoTag P4P,136,13600
Mar,2022,AMAR,Mexico,LocoTag E4BL,921,92100
Mar,2022,AMAR,Mexico,LocoTag C2PL,149,14900
Apr,2022,EMEA,United Kingdom,LocoTrack HGD4,1847,184700
Apr,2022,EMEA,United Kingdom,LocoTrack HGR4,1540,154000
Apr,2022,EMEA,United Kingdom,LocoTrack HGP4,1540,154000
Apr,2022,EMEA,United Kingdom,LocoTrack HFR4,1540,154000
Apr,2022,EMEA,United Kingdom,LocoTag P4P,154,15400
Apr,2022,EMEA,United Kingdom,LocoTag E4BL,1040,104000
Apr,2022,EMEA,United Kingdom,LocoTag C2PL,169,16900
Apr,2022,EMEA,Germany,LocoTrack HGD4,1847,184700
Apr,2022,EMEA,Germany,LocoTrack HGR4,1540,154000
Apr,2022,EMEA,Germany,LocoTrack HGP4,1540,154000
Apr,2022,EMEA,Germany,LocoTrack HFR4,1540,154000
Apr,2022,EMEA,Germany,LocoTag P4P,154,15400
Apr,2022,EMEA,Germany,LocoTag E4BL,1040,104000
Apr,2022,EMEA,Germany,LocoTag C2PL,169,16900
Apr,2022,EMEA,France,LocoTrack HGD4,1847,184700
Apr,2022,EMEA,France,LocoTrack HGR4,1540,154000
Apr,2022,EMEA,France,LocoTrack HGP4,1540,154000
Apr,2022,EMEA,France,LocoTrack HFR4,1540,154000
Apr,2022,EMEA,France,LocoTag P4P,154,15400
Apr,2022,EMEA,France,LocoTag E4BL,1040,104000
Apr,2022,EMEA,France,LocoTag C2PL,169,16900
Apr,2022,APAC,Japan,LocoTrack HGD4,1478,147800
Apr,2022,APAC,Japan,LocoTrack HGR4,1232,123200
Apr,2022,APAC,Japan,LocoTrack HGP4,1232,123200
Apr,2022,APAC,Japan,LocoTrack HFR4,1232,123200
Apr,2022,APAC,Japan,LocoTag P4P,123,12300
Apr,2022,APAC,Japan,LocoTag E4BL,832,83200
Apr,2022,APAC,Japan,LocoTag C2PL,135,13500
Apr,2022,APAC,Australia,LocoTrack HGD4,1478,147800
Apr,2022,APAC,Australia,LocoTrack HGR4,1232,123200
Apr,2022,APAC,Australia,LocoTrack HGP4,1232,123200
Apr,2022,APAC,Australia,LocoTrack HFR4,1232,123200
Apr,2022,APAC,Australia,LocoTag P4P,123,12300
Apr,2022,APAC,Australia,LocoTag E4BL,832,83200
Apr,2022,APAC,Australia,LocoTag C2PL,135,13500
Apr,2022,APAC,Singapore,LocoTrack HGD4,1478,147800
Apr,2022,APAC,Singapore,LocoTrack HGR4,1232,123200
Apr,2022,APAC,Singapore,LocoTrack HGP4,1232,123200
Apr,2022,APAC,Singapore,LocoTrack HFR4,1232,123200
Apr,2022,APAC,Singapore,LocoTag P4P,123,12300
Apr,2022,APAC,Singapore,LocoTag E4BL,832,83200
Apr,2022,APAC,Singapore,LocoTag C2PL,135,13500
Apr,2022,AMAR,United States,LocoTrack HGD4,1663,166300
Apr,2022,AMAR,United States,LocoTrack HGR4,1386,138600
Apr,2022,AMAR,United States,LocoTrack HGP4,1386,138600
Apr,2022,AMAR,United States,LocoTrack HFR4,1386,138600
Apr,2022,AMAR,United States,LocoTag P4P,138,13800
Apr,2022,AMAR,United States,LocoTag E4BL,936,93600
Apr,2022,AMAR,United States,LocoTag C2PL,152,15200
Apr,2022,AMAR,Canada,LocoTrack HGD4,1663,166300
Apr,2022,AMAR,Canada,LocoTrack HGR4,1386,138600
Apr,2022,AMAR,Canada,LocoTrack HGP4,1386,138600
Apr,2022,AMAR,Canada,LocoTrack HFR4,1386,138600
Apr,2022,AMAR,Canada,LocoTag P4P,138,13800
Apr,2022,AMAR,Canada,LocoTag E4BL,936,93600
Apr,2022,AMAR,Canada,LocoTag C2PL,152,15200
Apr,2022,AMAR,Mexico,LocoTrack HGD4,1663,166300
Apr,2022,AMAR,Mexico,LocoTrack HGR4,1386,138600
Apr,2022,AMAR,Mexico,LocoTrack HGP4,1386,138600
Apr,2022,AMAR,Mexico,LocoTrack HFR4,1386,138600
Apr,2022,AMAR,Mexico,LocoTag P4P,138,13800
Apr,2022,AMAR,Mexico,LocoTag E4BL,936,93600
Apr,2022,AMAR,Mexico,LocoTag C2PL,152,15200
May,2022,EMEA,United Kingdom,LocoTrack HGD4,1872,187200
May,2022,EMEA,United Kingdom,LocoTrack HGR4,1560,156000
May,2022,EMEA,United Kingdom,LocoTrack HGP4,1560,156000
May,2022,EMEA,United Kingdom,LocoTrack HFR4,1560,156000
May,2022,EMEA,United Kingdom,LocoTag P4P,156,15600
May,2022,EMEA,United Kingdom,LocoTag E4BL,1056,105600
May,2022,EMEA,United Kingdom,LocoTag C2PL,172,17200
May,2022,EMEA,Germany,LocoTrack HGD4,1872,187200
May,2022,EMEA,Germany,LocoTrack HGR4,1560,156000
May,2022,EMEA,Germany,LocoTrack HGP4,1560,156000
May,2022,EMEA,Germany,LocoTrack HFR4,1560,156000
May,2022,EMEA,Germany,LocoTag P4P,156,15600
May,2022,EMEA,Germany,LocoTag E4BL,1056,105600
May,2022,EMEA,Germany,LocoTag C2PL,172,17200
May,2022,EMEA,France,LocoTrack HGD4,1872,187200
May,2022,EMEA,France,LocoTrack HGR4,1560,156000
May,2022,EMEA,France,LocoTrack HGP4,1560,156000
May,2022,EMEA,France,LocoTrack HFR4,1560,156000
May,2022,EMEA,France,LocoTag P4P,156,15600
May,2022,EMEA,France,LocoTag E4BL,1056,105600
May,2022,EMEA,France,LocoTag C2PL,172,17200
May,2022,APAC,Japan,LocoTrack HGD4,1497,149700
May,2022,APAC,Japan,LocoTrack HGR4,1248,124800
May,2022,APAC,Japan,LocoTrack HGP4,1248,124800
May,2022,APAC,Japan,LocoTrack HFR4,1248,124800
May,2022,APAC,Japan,LocoTag P4P,124,12400
May,2022,APAC,Japan,LocoTag E4BL,844,84400
May,2022,APAC,Japan,LocoTag C2PL,138,13800
May,2022,APAC,Australia,LocoTrack HGD4,1497,149700
May,2022,APAC,Australia,LocoTrack HGR4,1248,124800
May,2022,APAC,Australia,LocoTrack HGP4,1248,124800
May,2022,APAC,Australia,LocoTrack HFR4,1248,124800
May,2022,APAC,Australia,LocoTag P4P,124,12400
May,2022,APAC,Australia,LocoTag E4BL,844,84400
May,2022,APAC,Australia,LocoTag C2PL,138,13800
May,2022,APAC,Singapore,LocoTrack HGD4,1497,149700
May,2022,APAC,Singapore,LocoTrack HGR4,1248,124800
May,2022,APAC,Singapore,LocoTrack HGP4,1248,124800
May,2022,APAC,Singapore,LocoTrack HFR4,1248,124800
May,2022,APAC,Singapore,LocoTag P4P,124,12400
May,2022,APAC,Singapore,LocoTag E4BL,844,84400
May,2022,APAC,Singapore,LocoTag C2PL,138,13800
May,2022,AMAR,United States,LocoTrack HGD4,1684,168400
May,2022,AMAR,United States,LocoTrack HGR4,1404,140400
May,2022,AMAR,United States,LocoTrack HGP4,1404,140400
May,2022,AMAR,United States,LocoTrack HFR4,1404,140400
May,2022,AMAR,United States,LocoTag P4P,140,14000
May,2022,AMAR,United States,LocoTag E4BL,950,95000
May,2022,AMAR,United States,LocoTag C2PL,155,15500
May,2022,AMAR,Canada,LocoTrack HGD4,1684,168400
May,2022,AMAR,Canada,LocoTrack HGR4,1404,140400
May,2022,AMAR,Canada,LocoTrack HGP4,1404,140400
May,2022,AMAR,Canada,LocoTrack HFR4,1404,140400
May,2022,AMAR,Canada,LocoTag P4P,140,14000
May,2022,AMAR,Canada,LocoTag E4BL,950,95000
May,2022,AMAR,Canada,LocoTag C2PL,155,15500
May,2022,AMAR,Mexico,LocoTrack HGD4,1684,168400
May,2022,AMAR,Mexico,LocoTrack HGR4,1404,140400
May,2022,AMAR,Mexico,LocoTrack HGP4,1404,140400
May,2022,AMAR,Mexico,LocoTrack HFR4,1404,140400
May,2022,AMAR,Mexico,LocoTag P4P,140,14000
May,2022,AMAR,Mexico,LocoTag E4BL,950,95000
May,2022,AMAR,Mexico,LocoTag C2PL,155,15500
Jun,2022,EMEA,United Kingdom,LocoTrack HGD4,1896,189600
Jun,2022,EMEA,United Kingdom,LocoTrack HGR4,1580,158000
Jun,2022,EMEA,United Kingdom,LocoTrack HGP4,1580,158000
Jun,2022,EMEA,United Kingdom,LocoTrack HFR4,1580,158000
Jun,2022,EMEA,United Kingdom,LocoTag P4P,158,15800
Jun,2022,EMEA,United Kingdom,LocoTag E4BL,1072,107200
Jun,2022,EMEA,United Kingdom,LocoTag C2PL,176,17600
Jun,2022,EMEA,Germany,LocoTrack HGD4,1896,189600
Jun,2022,EMEA,Germany,LocoTrack HGR4,1580,158000
Jun,2022,EMEA,Germany,LocoTrack HGP4,1580,158000
Jun,2022,EMEA,Germany,LocoTrack HFR4,1580,158000
Jun,2022,EMEA,Germany,LocoTag P4P,158,15800
Jun,2022,EMEA,Germany,LocoTag E4BL,1072,107200
Jun,2022,EMEA,Germany,LocoTag C2PL,176,17600
Jun,2022,EMEA,France,LocoTrack HGD4,1896,189600
Jun,2022,EMEA,France,LocoTrack HGR4,1580,158000
Jun,2022,EMEA,France,LocoTrack HGP4,1580,158000
Jun,2022,EMEA,France,LocoTrack HFR4,1580,158000
Jun,2022,EMEA,France,LocoTag P4P,158,15800
Jun,2022,EMEA,France,LocoTag E4BL,1072,107200
Jun,2022,EMEA,France,LocoTag C2PL,176,17600
Jun,2022,APAC,Japan,LocoTrack HGD4,1516,151600
Jun,2022,APAC,Japan,LocoTrack HGR4,1264,126400
Jun,2022,APAC,Japan,LocoTrack HGP4,1264,126400
Jun,2022,APAC,Japan,LocoTrack HFR4,1264,126400
Jun,2022,APAC,Japan,LocoTag P4P,126,12600
Jun,2022,APAC,Japan,LocoTag E4BL,857,85700
Jun,2022,APAC,Japan,LocoTag C2PL,140,14000
Jun,2022,APAC,Australia,LocoTrack HGD4,1516,151600
Jun,2022,APAC,Australia,LocoTrack HGR4,1264,126400
Jun,2022,APAC,Australia,LocoTrack HGP4,1264,126400
Jun,2022,APAC,Australia,LocoTrack HFR4,1264,126400
Jun,2022,APAC,Australia,LocoTag P4P,126,12600
Jun,2022,APAC,Australia,LocoTag E4BL,857,85700
Jun,2022,APAC,Australia,LocoTag C2PL,140,14000
Jun,2022,APAC,Singapore,LocoTrack HGD4,1516,151600
Jun,2022,APAC,Singapore,LocoTrack HGR4,1264,126400
Jun,2022,APAC,Singapore,LocoTrack HGP4,1264,126400
Jun,2022,APAC,Singapore,LocoTrack HFR4,1264,126400
Jun,2022,APAC,Singapore,LocoTag P4P,126,12600
Jun,2022,APAC,Singapore,LocoTag E4BL,857,85700
Jun,2022,APAC,Singapore,LocoTag C2PL,140,14000
Jun,2022,AMAR,United States,LocoTrack HGD4,1706,170600
Jun,2022,AMAR,United States,LocoTrack HGR4,1422,142200
Jun,2022,AMAR,United States,LocoTrack HGP4,1422,142200
Jun,2022,AMAR,United States,LocoTrack HFR4,1422,142200
Jun,2022,AMAR,United States,LocoTag P4P,142,14200
Jun,2022,AMAR,United States,LocoTag E4BL,964,96400
Jun,2022,AMAR,United States,LocoTag C2PL,158,15800
Jun,2022,AMAR,Canada,LocoTrack HGD4,1706,170600
Jun,2022,AMAR,Canada,LocoTrack HGR4,1422,142200
Jun,2022,AMAR,Canada,LocoTrack HGP4,1422,142200
Jun,2022,AMAR,Canada,LocoTrack HFR4,1422,142200
Jun,2022,AMAR,Canada,LocoTag P4P,142,14200
Jun,2022,AMAR,Canada,LocoTag E4BL,964,96400
Jun,2022,AMAR,Canada,LocoTag C2PL,158,15800
Jun,2022,AMAR,Mexico,LocoTrack HGD4,1706,170600
Jun,2022,AMAR,Mexico,LocoTrack HGR4,1422,142200
Jun,2022,AMAR,Mexico,LocoTrack HGP4,1422,142200
Jun,2022,AMAR,Mexico,LocoTrack HFR4,1422,142200
Jun,2022,AMAR,Mexico,LocoTag P4P,142,14200
Jun,2022,AMAR,Mexico,LocoTag E4BL,964,96400
Jun,2022,AMAR,Mexico,LocoTag C2PL,158,15800
Jul,2022,EMEA,United Kingdom,LocoTrack HGD4,1920,192000
Jul,2022,EMEA,United Kingdom,LocoTrack HGR4,1600,160000
Jul,2022,EMEA,United Kingdom,LocoTrack HGP4,1600,160000
Jul,2022,EMEA,United Kingdom,LocoTrack HFR4,1600,160000
Jul,2022,EMEA,United Kingdom,LocoTag P4P,160,16000
Jul,2022,EMEA,United Kingdom,LocoTag E4BL,1088,108800
Jul,2022,EMEA,United Kingdom,LocoTag C2PL,179,17900
Jul,2022,EMEA,Germany,LocoTrack HGD4,1920,192000
Jul,2022,EMEA,Germany,LocoTrack HGR4,1600,160000
Jul,2022,EMEA,Germany,LocoTrack HGP4,1600,160000
Jul,2022,EMEA,Germany,LocoTrack HFR4,1600,160000
Jul,2022,EMEA,Germany,LocoTag P4P,160,16000
Jul,2022,EMEA,Germany,LocoTag E4BL,1088,108800
Jul,2022,EMEA,Germany,LocoTag C2PL,179,17900
Jul,2022,EMEA,France,LocoTrack HGD4,1920,192000
Jul,2022,EMEA,France,LocoTrack HGR4,1600,160000
Jul,2022,EMEA,France,LocoTrack HGP4,1600,160000
Jul,2022,EMEA,France,LocoTrack HFR4,1600,160000
Jul,2022,EMEA,France,LocoTag P4P,160,16000
Jul,2022,EMEA,France,LocoTag E4BL,1088,108800
Jul,2022,EMEA,France,LocoTag C2PL,179,17900
Jul,2022,APAC,Japan,LocoTrack HGD4,1536,153600
